customer_id,customer_name,region,plan,tenure_months,monthly_charge,signup_date
CUST-102248,Customer 2248,North America,Business,46,124.05,2022-09-21
CUST-102249,Customer 2249,Middle East,Business,45,168.91,2022-01-24
CUST-102250,Customer 2250,North America,Business,65,157.99,2025-11-04
CUST-102251,Customer 2251,Europe,Professional,16,80.54,2025-09-05
CUST-102252,Customer 2252,APAC,Professional,29,79.25,2022-07-23
CUST-102253,Customer 2253,Middle East,Starter,10,26.76,2024-09-10
CUST-102254,Customer 2254,Middle East,Professional,42,61.14,2021-11-25
CUST-102255,Customer 2255,North America,Professional,29,69.91,2021-11-25
CUST-102256,Customer 2256,North America,Business,49,204.35,2023-12-15
CUST-102257,Customer 2257,Europe,Business,37,144.6,2022-01-24
CUST-102258,Customer 2258,India,Business,68,148.08,2024-05-13
CUST-102259,Customer 2259,APAC,Business,29,131.07,2023-01-19
CUST-102260,Customer 2260,India,Professional,23,89.57,2023-05-19
CUST-102261,Customer 2261,India,Starter,19,30.32,2021-10-26
CUST-102262,Customer 2262,North America,Business,38,125.84,2025-01-08
CUST-102263,Customer 2263,Europe,Professional,61,70.91,2022-12-20
CUST-102264,Customer 2264,Europe,Professional,24,85.22,2021-05-29
CUST-102265,Customer 2265,APAC,Professional,62,78.1,2024-08-11
CUST-102266,Customer 2266,North America,Professional,28,98.53,2022-02-23
CUST-102267,Customer 2267,Europe,Starter,44,36.25,2024-05-13
CUST-102268,Customer 2268,Europe,Starter,9,40.84,2025-11-04
CUST-102269,Customer 2269,APAC,Business,24,151.76,2023-06-18
CUST-102270,Customer 2270,Europe,Starter,53,33.0,2022-11-20
CUST-102271,Customer 2271,India,Professional,20,72.6,2023-03-20
CUST-102272,Customer 2272,Europe,Starter,5,30.79,2023-10-16
CUST-102273,Customer 2273,North America,Starter,24,32.87,2021-12-25
CUST-102274,Customer 2274,Middle East,Professional,3,73.74,2020-10-01
CUST-102275,Customer 2275,India,Professional,8,96.25,2022-02-23
CUST-102276,Customer 2276,Europe,Professional,64,79.93,2026-04-03
CUST-102277,Customer 2277,APAC,Professional,15,74.51,2021-03-30
CUST-102278,Customer 2278,North America,Enterprise,64,422.15,2023-03-20
CUST-102279,Customer 2279,APAC,Professional,38,79.65,2025-08-06
CUST-102280,Customer 2280,Middle East,Business,53,180.22,2025-09-05
CUST-102281,Customer 2281,Middle East,Business,49,114.51,2021-03-30
CUST-102282,Customer 2282,APAC,Professional,44,86.34,2021-05-29
CUST-102283,Customer 2283,APAC,Starter,8,38.92,2024-01-14
CUST-102284,Customer 2284,North America,Professional,64,85.37,2023-07-18
CUST-102285,Customer 2285,Middle East,Professional,59,78.51,2022-01-24
CUST-102286,Customer 2286,APAC,Starter,27,40.54,2023-02-18
CUST-102287,Customer 2287,North America,Enterprise,71,464.02,2022-11-20
CUST-102288,Customer 2288,Middle East,Professional,29,79.2,2023-06-18
CUST-102289,Customer 2289,Middle East,Business,23,155.43,2021-01-29
CUST-102290,Customer 2290,Europe,Starter,49,36.25,2024-09-10
CUST-102291,Customer 2291,North America,Starter,49,43.03,2021-02-28
CUST-102292,Customer 2292,North America,Starter,39,33.34,2020-12-30
CUST-102293,Customer 2293,North America,Professional,65,85.26,2022-09-21
CUST-102294,Customer 2294,India,Business,39,184.13,2024-07-12
CUST-102295,Customer 2295,India,Business,7,164.18,2025-02-07
CUST-102296,Customer 2296,Middle East,Business,31,184.58,2023-05-19
CUST-102297,Customer 2297,North America,Starter,6,38.96,2023-08-17
CUST-102298,Customer 2298,North America,Business,46,144.11,2024-07-12
CUST-102299,Customer 2299,Europe,Starter,19,37.75,2020-11-30
CUST-102300,Customer 2300,APAC,Business,48,156.81,2026-05-03
CUST-102301,Customer 2301,Europe,Professional,7,82.85,2025-11-04
CUST-102302,Customer 2302,APAC,Professional,43,77.81,2024-10-10
CUST-102303,Customer 2303,Europe,Business,7,153.16,2022-04-24
CUST-102304,Customer 2304,North America,Professional,18,89.79,2024-04-13
CUST-102305,Customer 2305,Middle East,Professional,48,101.75,2023-06-18
CUST-102306,Customer 2306,North America,Business,69,121.76,2020-12-30
CUST-102307,Customer 2307,North America,Professional,67,84.47,2020-12-30
CUST-102308,Customer 2308,APAC,Professional,71,72.43,2023-11-15
CUST-102309,Customer 2309,North America,Enterprise,58,385.95,2026-02-02
CUST-102310,Customer 2310,Middle East,Professional,70,85.02,2023-03-20
CUST-102311,Customer 2311,Europe,Professional,26,75.46,2024-03-14
CUST-102312,Customer 2312,Europe,Starter,17,26.27,2025-11-04
CUST-102313,Customer 2313,North America,Professional,54,77.81,2020-11-30
CUST-102314,Customer 2314,Middle East,Professional,36,71.97,2024-02-13
CUST-102315,Customer 2315,Middle East,Starter,49,35.19,2022-06-23
CUST-102316,Customer 2316,North America,Enterprise,52,520.26,2023-02-18
CUST-102317,Customer 2317,Europe,Professional,33,77.5,2023-06-18
CUST-102318,Customer 2318,North America,Business,6,149.45,2024-12-09
CUST-102319,Customer 2319,Middle East,Professional,63,64.07,2024-08-11
CUST-102320,Customer 2320,APAC,Starter,42,35.39,2022-04-24
CUST-102321,Customer 2321,India,Professional,18,59.76,2021-12-25
CUST-102322,Customer 2322,Europe,Business,55,153.49,2025-06-07
CUST-102323,Customer 2323,Middle East,Business,23,164.52,2024-02-13
CUST-102324,Customer 2324,Middle East,Starter,66,37.98,2022-05-24
CUST-102325,Customer 2325,Middle East,Professional,62,69.51,2023-04-19
CUST-102326,Customer 2326,India,Enterprise,67,401.96,2022-02-23
CUST-102327,Customer 2327,APAC,Starter,9,31.17,2024-09-10
CUST-102328,Customer 2328,Europe,Professional,12,93.17,2026-05-03
CUST-102329,Customer 2329,North America,Enterprise,51,416.74,2020-10-01
CUST-102330,Customer 2330,India,Professional,5,86.41,2021-02-28
CUST-102331,Customer 2331,Middle East,Business,24,176.53,2020-09-01
CUST-102332,Customer 2332,Middle East,Professional,40,98.46,2022-03-25
CUST-102333,Customer 2333,APAC,Professional,5,88.45,2021-10-26
CUST-102334,Customer 2334,India,Starter,41,37.92,2023-08-17
CUST-102335,Customer 2335,Europe,Enterprise,35,445.99,2022-05-24
CUST-102336,Customer 2336,India,Professional,36,97.49,2022-09-21
CUST-102337,Customer 2337,APAC,Enterprise,15,403.08,2026-05-03
CUST-102338,Customer 2338,Europe,Business,15,150.89,2020-12-30
CUST-102339,Customer 2339,Middle East,Professional,17,69.78,2022-07-23
CUST-102340,Customer 2340,North America,Business,33,167.06,2021-04-29
CUST-102341,Customer 2341,Middle East,Professional,47,73.45,2023-06-18
CUST-102342,Customer 2342,Europe,Business,70,153.78,2025-12-04
CUST-102343,Customer 2343,India,Professional,32,76.47,2021-06-28
CUST-102344,Customer 2344,Europe,Starter,57,31.03,2025-09-05
CUST-102345,Customer 2345,North America,Starter,70,32.76,2020-10-01
CUST-102346,Customer 2346,Middle East,Starter,52,21.38,2021-10-26
CUST-102347,Customer 2347,Europe,Business,4,183.55,2025-11-04
CUST-102348,Customer 2348,Middle East,Business,5,138.38,2023-03-20
CUST-102349,Customer 2349,Middle East,Starter,48,40.68,2022-10-21
CUST-102350,Customer 2350,Europe,Professional,29,85.24,2022-03-25
CUST-102351,Customer 2351,North America,Enterprise,16,449.4,2024-10-10
CUST-102352,Customer 2352,Europe,Business,4,198.27,2026-02-02
CUST-102353,Customer 2353,Middle East,Enterprise,8,440.27,2023-05-19
CUST-102354,Customer 2354,Middle East,Professional,7,79.72,2022-10-21
CUST-102355,Customer 2355,Europe,Starter,24,32.59,2025-04-08
CUST-102356,Customer 2356,APAC,Starter,63,35.97,2023-07-18
CUST-102357,Customer 2357,North America,Enterprise,39,355.37,2026-05-03
CUST-102358,Customer 2358,India,Professional,46,67.08,2024-03-14
CUST-102359,Customer 2359,Middle East,Starter,27,41.06,2024-11-09
CUST-102360,Customer 2360,Europe,Business,25,159.52,2021-10-26
CUST-102361,Customer 2361,Europe,Business,20,151.45,2025-06-07
CUST-102362,Customer 2362,North America,Professional,58,88.44,2022-01-24
CUST-102363,Customer 2363,India,Professional,53,86.77,2025-08-06
CUST-102364,Customer 2364,North America,Enterprise,26,401.88,2023-09-16
CUST-102365,Customer 2365,North America,Business,27,163.17,2024-01-14
CUST-102366,Customer 2366,North America,Starter,11,33.96,2026-03-04
CUST-102367,Customer 2367,India,Professional,53,81.45,2023-01-19
CUST-102368,Customer 2368,North America,Professional,62,93.22,2021-09-26
CUST-102369,Customer 2369,Middle East,Enterprise,40,405.63,2021-04-29
CUST-102370,Customer 2370,Europe,Professional,57,80.79,2022-05-24
CUST-102371,Customer 2371,India,Enterprise,71,378.86,2022-06-23
CUST-102372,Customer 2372,Middle East,Professional,57,77.9,2025-01-08
CUST-102373,Customer 2373,India,Starter,15,34.66,2022-04-24
CUST-102374,Customer 2374,India,Business,67,164.2,2025-12-04
CUST-102375,Customer 2375,APAC,Enterprise,49,365.92,2020-09-01
CUST-102376,Customer 2376,APAC,Starter,40,41.43,2024-03-14
CUST-102377,Customer 2377,Europe,Business,29,157.14,2023-11-15
CUST-102378,Customer 2378,India,Business,44,200.38,2024-03-14
CUST-102379,Customer 2379,APAC,Starter,21,34.6,2023-10-16
CUST-102380,Customer 2380,Europe,Professional,8,78.82,2021-01-29
CUST-102381,Customer 2381,North America,Business,44,174.72,2025-06-07
CUST-102382,Customer 2382,Middle East,Professional,48,85.08,2026-01-03
CUST-102383,Customer 2383,India,Professional,63,85.73,2023-09-16
CUST-102384,Customer 2384,Middle East,Business,17,155.67,2021-09-26
CUST-102385,Customer 2385,Europe,Professional,68,86.54,2026-01-03
CUST-102386,Customer 2386,Middle East,Business,59,187.04,2024-06-12
CUST-102387,Customer 2387,APAC,Professional,72,74.26,2025-06-07
CUST-102388,Customer 2388,Europe,Professional,58,69.15,2024-02-13
CUST-102389,Customer 2389,APAC,Business,8,148.54,2021-12-25
CUST-102390,Customer 2390,North America,Business,14,190.46,2022-01-24
CUST-102391,Customer 2391,Europe,Starter,47,35.73,2025-08-06
CUST-102392,Customer 2392,Europe,Enterprise,50,400.43,2020-09-01
CUST-102393,Customer 2393,APAC,Starter,70,30.23,2025-06-07
CUST-102394,Customer 2394,Middle East,Starter,36,34.84,2022-11-20
CUST-102395,Customer 2395,APAC,Business,6,181.66,2024-10-10
CUST-102396,Customer 2396,APAC,Business,60,157.65,2021-04-29
CUST-102397,Customer 2397,APAC,Enterprise,59,430.91,2021-02-28
CUST-102398,Customer 2398,Middle East,Business,21,131.56,2022-07-23
CUST-102399,Customer 2399,North America,Professional,21,93.34,2023-05-19
CUST-102400,Customer 2400,APAC,Professional,64,89.28,2024-09-10
CUST-102401,Customer 2401,Middle East,Professional,46,57.78,2021-02-28
CUST-102402,Customer 2402,North America,Professional,15,76.02,2025-04-08
CUST-102403,Customer 2403,Middle East,Professional,21,97.37,2022-11-20
CUST-102404,Customer 2404,Europe,Enterprise,7,411.04,2025-12-04
CUST-102405,Customer 2405,India,Enterprise,60,382.95,2021-10-26
CUST-102406,Customer 2406,North America,Enterprise,33,466.6,2021-04-29
CUST-102407,Customer 2407,India,Starter,33,38.17,2025-06-07
CUST-102408,Customer 2408,Europe,Professional,62,76.0,2023-04-19
CUST-102409,Customer 2409,Europe,Starter,36,34.53,2024-11-09
CUST-102410,Customer 2410,APAC,Professional,24,66.96,2023-12-15
CUST-102411,Customer 2411,North America,Professional,65,76.22,2024-11-09
CUST-102412,Customer 2412,North America,Starter,36,30.86,2022-10-21
CUST-102413,Customer 2413,North America,Business,11,152.92,2022-06-23
CUST-102414,Customer 2414,India,Professional,8,85.15,2021-04-29
CUST-102415,Customer 2415,Middle East,Professional,39,75.78,2026-01-03
CUST-102416,Customer 2416,APAC,Professional,65,97.05,2024-12-09
CUST-102417,Customer 2417,APAC,Business,48,163.56,2024-04-13
CUST-102418,Customer 2418,APAC,Professional,25,75.82,2025-08-06
CUST-102419,Customer 2419,APAC,Business,66,140.02,2025-11-04
CUST-102420,Customer 2420,India,Starter,72,36.22,2022-05-24
CUST-102421,Customer 2421,Middle East,Professional,28,75.68,2026-03-04
CUST-102422,Customer 2422,India,Professional,33,93.12,2025-12-04
CUST-102423,Customer 2423,India,Starter,5,29.78,2022-03-25
CUST-102424,Customer 2424,Middle East,Business,50,143.44,2026-05-03
CUST-102425,Customer 2425,APAC,Professional,28,85.51,2023-05-19
CUST-102426,Customer 2426,Europe,Enterprise,14,395.14,2021-09-26
CUST-102427,Customer 2427,Europe,Professional,60,72.0,2024-08-11
CUST-102428,Customer 2428,North America,Starter,38,37.04,2022-01-24
CUST-102429,Customer 2429,Middle East,Business,16,123.64,2021-04-29
CUST-102430,Customer 2430,Middle East,Business,48,168.48,2021-07-28
CUST-102431,Customer 2431,Middle East,Starter,29,30.77,2024-08-11
CUST-102432,Customer 2432,APAC,Starter,17,33.38,2025-03-09
CUST-102433,Customer 2433,North America,Professional,12,63.05,2024-02-13
CUST-102434,Customer 2434,North America,Professional,17,77.39,2021-06-28
CUST-102435,Customer 2435,APAC,Starter,42,36.0,2022-07-23
CUST-102436,Customer 2436,Europe,Business,66,165.72,2023-11-15
CUST-102437,Customer 2437,Europe,Starter,15,37.84,2022-10-21
CUST-102438,Customer 2438,North America,Professional,59,68.62,2024-12-09
CUST-102439,Customer 2439,India,Starter,40,37.09,2024-12-09
CUST-102440,Customer 2440,Europe,Business,34,154.77,2025-12-04
CUST-102441,Customer 2441,Middle East,Starter,67,37.67,2023-06-18
CUST-102442,Customer 2442,North America,Business,38,147.01,2025-08-06
CUST-102443,Customer 2443,APAC,Starter,61,35.08,2021-02-28
CUST-102444,Customer 2444,India,Professional,16,74.01,2020-10-31
CUST-102445,Customer 2445,India,Starter,46,38.73,2022-12-20
CUST-102446,Customer 2446,India,Starter,69,30.48,2022-05-24
CUST-102447,Customer 2447,Middle East,Professional,37,92.03,2025-06-07
CUST-102448,Customer 2448,India,Business,32,159.43,2022-01-24
CUST-102449,Customer 2449,APAC,Professional,61,85.32,2022-08-22
CUST-102450,Customer 2450,Middle East,Starter,7,37.45,2022-09-21
CUST-102451,Customer 2451,India,Starter,38,37.61,2021-03-30
CUST-102452,Customer 2452,APAC,Professional,66,86.3,2021-08-27
CUST-102453,Customer 2453,India,Starter,62,38.17,2025-01-08
CUST-102454,Customer 2454,Middle East,Professional,53,93.76,2025-03-09
CUST-102455,Customer 2455,Europe,Enterprise,14,336.27,2025-08-06
CUST-102456,Customer 2456,APAC,Business,61,195.88,2021-05-29
CUST-102457,Customer 2457,North America,Enterprise,53,330.07,2023-10-16
CUST-102458,Customer 2458,North America,Business,37,143.47,2024-09-10
CUST-102459,Customer 2459,India,Professional,13,73.11,2022-02-23
CUST-102460,Customer 2460,North America,Starter,37,33.55,2020-09-01
CUST-102461,Customer 2461,APAC,Starter,45,30.83,2020-11-30
CUST-102462,Customer 2462,APAC,Professional,42,79.05,2025-01-08
CUST-102463,Customer 2463,North America,Starter,15,34.23,2022-11-20
CUST-102464,Customer 2464,Europe,Professional,47,73.57,2023-01-19
CUST-102465,Customer 2465,India,Starter,46,40.42,2021-03-30
CUST-102466,Customer 2466,Europe,Professional,16,86.92,2024-06-12
CUST-102467,Customer 2467,India,Starter,29,32.96,2022-11-20
CUST-102468,Customer 2468,Europe,Starter,22,33.59,2023-02-18
CUST-102469,Customer 2469,Middle East,Enterprise,24,310.36,2025-04-08
CUST-102470,Customer 2470,North America,Business,21,189.73,2025-03-09
CUST-102471,Customer 2471,APAC,Starter,28,38.0,2024-01-14
CUST-102472,Customer 2472,India,Starter,46,32.47,2023-07-18
CUST-102473,Customer 2473,Europe,Starter,3,35.52,2024-02-13
CUST-102474,Customer 2474,APAC,Starter,12,37.79,2025-02-07
CUST-102475,Customer 2475,Europe,Professional,52,83.52,2024-11-09
CUST-102476,Customer 2476,Europe,Enterprise,29,443.43,2024-07-12
CUST-102477,Customer 2477,APAC,Enterprise,34,479.07,2022-08-22
CUST-102478,Customer 2478,Middle East,Professional,13,70.63,2022-10-21
CUST-102479,Customer 2479,North America,Starter,16,32.54,2023-10-16
CUST-102480,Customer 2480,APAC,Enterprise,29,445.81,2024-08-11
CUST-102481,Customer 2481,APAC,Business,17,155.6,2021-02-28
CUST-102482,Customer 2482,North America,Starter,66,33.08,2024-04-13
CUST-102483,Customer 2483,North America,Professional,53,79.12,2020-10-31
CUST-102484,Customer 2484,North America,Business,4,161.71,2026-03-04
CUST-102485,Customer 2485,North America,Business,30,122.31,2024-09-10
CUST-102486,Customer 2486,Middle East,Business,8,157.08,2023-12-15
CUST-102487,Customer 2487,Middle East,Professional,39,61.0,2020-10-01
CUST-102488,Customer 2488,Middle East,Starter,6,31.3,2020-10-31
CUST-102489,Customer 2489,Europe,Starter,42,29.93,2023-03-20
CUST-102490,Customer 2490,Middle East,Enterprise,29,408.16,2021-01-29
CUST-102491,Customer 2491,India,Starter,35,31.08,2020-10-31
CUST-102492,Customer 2492,APAC,Professional,22,77.43,2026-03-04
CUST-102493,Customer 2493,India,Professional,11,74.55,2025-02-07
CUST-102494,Customer 2494,APAC,Professional,15,105.7,2025-06-07
CUST-102495,Customer 2495,North America,Business,51,169.93,2024-10-10
CUST-102496,Customer 2496,North America,Enterprise,3,441.17,2023-09-16
CUST-102497,Customer 2497,APAC,Starter,39,31.4,2021-12-25
CUST-102498,Customer 2498,North America,Enterprise,52,431.88,2020-09-01
CUST-102499,Customer 2499,Europe,Professional,58,72.8,2024-08-11
CUST-102500,Customer 2500,India,Starter,30,37.57,2021-07-28
CUST-102501,Customer 2501,Europe,Business,61,193.91,2021-05-29
CUST-102502,Customer 2502,Middle East,Enterprise,28,457.05,2021-02-28
CUST-102503,Customer 2503,APAC,Starter,6,31.52,2025-08-06
CUST-102504,Customer 2504,APAC,Starter,71,36.9,2023-04-19
CUST-102505,Customer 2505,APAC,Starter,13,32.55,2024-11-09
CUST-102506,Customer 2506,North America,Professional,49,73.68,2023-03-20
CUST-102507,Customer 2507,India,Professional,14,83.42,2022-09-21
CUST-102508,Customer 2508,North America,Starter,28,38.86,2024-03-14
CUST-102509,Customer 2509,Middle East,Business,64,183.92,2022-07-23
CUST-102510,Customer 2510,North America,Enterprise,26,446.78,2024-08-11
CUST-102511,Customer 2511,Middle East,Professional,68,57.13,2023-10-16
CUST-102512,Customer 2512,Middle East,Business,48,144.64,2021-01-29
CUST-102513,Customer 2513,Europe,Professional,20,73.29,2024-09-10
CUST-102514,Customer 2514,North America,Starter,7,37.44,2026-02-02
CUST-102515,Customer 2515,Europe,Professional,70,77.09,2024-01-14
CUST-102516,Customer 2516,Middle East,Professional,50,94.47,2022-05-24
CUST-102517,Customer 2517,North America,Starter,33,34.04,2022-09-21
CUST-102518,Customer 2518,APAC,Business,18,176.59,2023-04-19
CUST-102519,Customer 2519,North America,Professional,12,83.81,2024-08-11
CUST-102520,Customer 2520,India,Professional,26,80.74,2026-03-04
CUST-102521,Customer 2521,Europe,Professional,11,78.52,2021-06-28
CUST-102522,Customer 2522,North America,Starter,39,37.9,2022-04-24
CUST-102523,Customer 2523,North America,Enterprise,12,426.57,2024-07-12
CUST-102524,Customer 2524,APAC,Enterprise,52,263.48,2026-01-03
CUST-102525,Customer 2525,India,Professional,31,74.32,2024-07-12
CUST-102526,Customer 2526,Europe,Business,27,151.68,2025-08-06
CUST-102527,Customer 2527,APAC,Starter,48,38.31,2022-07-23
CUST-102528,Customer 2528,Europe,Professional,36,85.61,2025-03-09
CUST-102529,Customer 2529,North America,Enterprise,6,412.37,2026-01-03
CUST-102530,Customer 2530,Middle East,Professional,35,84.1,2020-11-30
CUST-102531,Customer 2531,Europe,Professional,8,72.72,2025-06-07
CUST-102532,Customer 2532,APAC,Business,29,174.22,2024-05-13
CUST-102533,Customer 2533,Europe,Starter,45,37.39,2021-07-28
CUST-102534,Customer 2534,North America,Professional,13,81.4,2025-03-09
CUST-102535,Customer 2535,Europe,Professional,51,80.99,2020-09-01
CUST-102536,Customer 2536,APAC,Professional,14,73.72,2026-04-03
CUST-102537,Customer 2537,APAC,Professional,18,70.42,2026-04-03
CUST-102538,Customer 2538,Europe,Starter,65,27.19,2023-12-15
CUST-102539,Customer 2539,APAC,Business,68,161.68,2024-01-14
CUST-102540,Customer 2540,Middle East,Business,44,155.24,2024-03-14
CUST-102541,Customer 2541,India,Starter,55,30.23,2023-04-19
CUST-102542,Customer 2542,Europe,Business,29,172.03,2020-11-30
CUST-102543,Customer 2543,Middle East,Business,37,165.1,2022-09-21
CUST-102544,Customer 2544,North America,Starter,5,34.33,2026-05-03
CUST-102545,Customer 2545,Middle East,Business,38,153.78,2021-11-25
CUST-102546,Customer 2546,Europe,Professional,24,58.42,2024-10-10
CUST-102547,Customer 2547,Middle East,Business,19,152.33,2022-06-23
CUST-102548,Customer 2548,Middle East,Business,14,174.54,2025-08-06
CUST-102549,Customer 2549,North America,Business,22,143.34,2022-12-20
CUST-102550,Customer 2550,APAC,Professional,63,83.74,2022-10-21
CUST-102551,Customer 2551,APAC,Professional,48,70.34,2024-04-13
CUST-102552,Customer 2552,North America,Starter,71,38.83,2022-02-23
CUST-102553,Customer 2553,Middle East,Professional,5,90.67,2025-08-06
CUST-102554,Customer 2554,Europe,Enterprise,5,367.02,2024-03-14
CUST-102555,Customer 2555,Middle East,Starter,8,26.58,2024-08-11
CUST-102556,Customer 2556,North America,Enterprise,47,351.81,2024-12-09
CUST-102557,Customer 2557,APAC,Business,61,156.73,2024-09-10
CUST-102558,Customer 2558,APAC,Professional,66,85.0,2022-05-24
CUST-102559,Customer 2559,Europe,Starter,3,37.82,2022-08-22
CUST-102560,Customer 2560,Middle East,Professional,13,96.09,2020-10-01
CUST-102561,Customer 2561,APAC,Starter,14,37.01,2026-01-03
CUST-102562,Customer 2562,Europe,Business,50,167.66,2026-03-04
CUST-102563,Customer 2563,Europe,Professional,39,91.74,2021-02-28
CUST-102564,Customer 2564,India,Starter,34,36.23,2020-12-30
CUST-102565,Customer 2565,India,Professional,20,63.05,2025-12-04
CUST-102566,Customer 2566,Middle East,Starter,42,27.78,2024-04-13
CUST-102567,Customer 2567,APAC,Starter,26,30.46,2026-01-03
CUST-102568,Customer 2568,North America,Professional,63,87.28,2025-06-07
CUST-102569,Customer 2569,Europe,Professional,28,69.65,2024-02-13
CUST-102570,Customer 2570,Middle East,Business,15,157.45,2025-09-05
CUST-102571,Customer 2571,Europe,Professional,67,85.29,2023-01-19
CUST-102572,Customer 2572,APAC,Professional,52,82.23,2024-02-13
CUST-102573,Customer 2573,Middle East,Professional,35,77.15,2022-05-24
CUST-102574,Customer 2574,India,Business,6,163.16,2020-12-30
CUST-102575,Customer 2575,APAC,Business,47,159.38,2023-09-16
CUST-102576,Customer 2576,Europe,Professional,23,80.35,2022-12-20
CUST-102577,Customer 2577,APAC,Starter,12,33.42,2021-01-29
CUST-102578,Customer 2578,Europe,Professional,47,79.36,2021-06-28
CUST-102579,Customer 2579,India,Professional,59,78.33,2025-05-08
CUST-102580,Customer 2580,India,Professional,4,80.33,2022-11-20
CUST-102581,Customer 2581,India,Business,8,149.41,2024-01-14
CUST-102582,Customer 2582,India,Starter,13,44.06,2023-03-20
CUST-102583,Customer 2583,India,Business,17,201.42,2022-02-23
CUST-102584,Customer 2584,APAC,Business,28,193.52,2023-03-20
CUST-102585,Customer 2585,Middle East,Professional,24,63.53,2022-10-21
CUST-102586,Customer 2586,India,Professional,50,80.17,2022-12-20
CUST-102587,Customer 2587,APAC,Business,70,130.14,2021-03-30
CUST-102588,Customer 2588,North America,Professional,54,72.23,2024-10-10
CUST-102589,Customer 2589,India,Professional,33,77.63,2023-09-16
CUST-102590,Customer 2590,Middle East,Professional,33,82.04,2024-07-12
CUST-102591,Customer 2591,North America,Professional,28,78.87,2022-05-24
CUST-102592,Customer 2592,India,Professional,48,76.27,2023-09-16
CUST-102593,Customer 2593,North America,Business,27,194.11,2025-11-04
CUST-102594,Customer 2594,Middle East,Starter,3,29.84,2023-11-15
CUST-102595,Customer 2595,India,Professional,43,88.52,2023-06-18
CUST-102596,Customer 2596,APAC,Starter,47,45.01,2022-07-23
CUST-102597,Customer 2597,APAC,Professional,63,71.9,2024-09-10
CUST-102598,Customer 2598,India,Business,50,181.88,2024-06-12
CUST-102599,Customer 2599,Europe,Starter,68,38.67,2025-05-08
CUST-102600,Customer 2600,Middle East,Professional,65,80.05,2023-12-15
CUST-102601,Customer 2601,North America,Professional,43,86.74,2024-12-09
CUST-102602,Customer 2602,APAC,Business,33,139.37,2024-02-13
CUST-102603,Customer 2603,India,Business,33,159.09,2025-06-07
CUST-102604,Customer 2604,India,Starter,19,35.03,2022-04-24
CUST-102605,Customer 2605,India,Starter,32,31.0,2025-11-04
CUST-102606,Customer 2606,APAC,Professional,47,83.74,2020-10-31
CUST-102607,Customer 2607,India,Professional,55,85.14,2025-11-04
CUST-102608,Customer 2608,Middle East,Starter,35,36.69,2023-03-20
CUST-102609,Customer 2609,APAC,Enterprise,4,436.28,2023-03-20
CUST-102610,Customer 2610,India,Starter,35,36.6,2024-05-13
CUST-102611,Customer 2611,APAC,Professional,26,96.11,2021-10-26
CUST-102612,Customer 2612,India,Professional,57,90.2,2020-11-30
CUST-102613,Customer 2613,APAC,Business,65,166.34,2021-01-29
CUST-102614,Customer 2614,Middle East,Enterprise,45,412.75,2024-06-12
CUST-102615,Customer 2615,Middle East,Starter,39,45.72,2024-02-13
CUST-102616,Customer 2616,APAC,Professional,65,73.66,2025-12-04
CUST-102617,Customer 2617,APAC,Starter,5,40.14,2026-01-03
CUST-102618,Customer 2618,Europe,Professional,67,87.43,2022-08-22
CUST-102619,Customer 2619,North America,Business,62,139.98,2026-03-04
CUST-102620,Customer 2620,North America,Starter,4,25.77,2021-01-29
CUST-102621,Customer 2621,Middle East,Business,4,165.98,2020-10-31
CUST-102622,Customer 2622,APAC,Professional,41,107.25,2023-08-17
CUST-102623,Customer 2623,Middle East,Professional,23,70.43,2024-08-11
CUST-102624,Customer 2624,Europe,Business,66,125.88,2021-06-28
CUST-102625,Customer 2625,India,Starter,6,36.38,2021-11-25
CUST-102626,Customer 2626,APAC,Starter,4,36.39,2024-08-11
CUST-102627,Customer 2627,Middle East,Starter,57,35.65,2025-10-05
CUST-102628,Customer 2628,India,Business,23,146.33,2023-07-18
CUST-102629,Customer 2629,Middle East,Business,48,162.42,2022-05-24
CUST-102630,Customer 2630,Europe,Professional,22,75.26,2024-12-09
CUST-102631,Customer 2631,North America,Professional,5,70.5,2025-01-08
CUST-102632,Customer 2632,India,Business,67,169.27,2023-09-16
CUST-102633,Customer 2633,Middle East,Starter,64,37.57,2025-01-08
CUST-102634,Customer 2634,India,Starter,59,32.26,2020-10-31
CUST-102635,Customer 2635,Europe,Starter,8,33.55,2021-06-28
CUST-102636,Customer 2636,North America,Professional,37,102.65,2023-09-16
CUST-102637,Customer 2637,APAC,Starter,45,36.52,2022-12-20
CUST-102638,Customer 2638,APAC,Professional,44,76.5,2023-01-19
CUST-102639,Customer 2639,Middle East,Professional,27,79.25,2025-03-09
CUST-102640,Customer 2640,India,Enterprise,3,397.3,2023-10-16
CUST-102641,Customer 2641,India,Starter,44,41.38,2021-06-28
CUST-102642,Customer 2642,North America,Professional,20,72.98,2024-04-13
CUST-102643,Customer 2643,Europe,Business,38,159.28,2021-02-28
CUST-102644,Customer 2644,India,Professional,57,78.76,2021-12-25
CUST-102645,Customer 2645,Europe,Starter,31,32.94,2025-08-06
CUST-102646,Customer 2646,North America,Professional,19,95.37,2020-09-01
CUST-102647,Customer 2647,APAC,Business,14,156.78,2026-03-04
CUST-102648,Customer 2648,India,Business,20,160.77,2025-06-07
CUST-102649,Customer 2649,India,Professional,45,80.32,2026-01-03
CUST-102650,Customer 2650,North America,Professional,40,67.96,2020-11-30
